"filepath","filename","longitude","latitude","altitude","gps_date","img_date","parcelno","house_numb","street_nam","street_typ","zipcode","common_nam"
"/Volumes/KD/GrandRiver2/G0020424.JPG","G0020424.JPG",-83.1448823,42.3709815,164.583,"2017:06:23 14:37:08","2017:06:23 10:37:37","16024636-55","9792","BRYDEN",,"48204",
"/Volumes/KD/GrandRiver2/G0020413.JPG","G0020413.JPG",-83.1460383,42.3714455,161.598,"2017:06:23 14:36:46","2017:06:23 10:37:15","16024656.","9794","BRYDEN",,"48204",
"/Volumes/KD/GrandRiver2/G0020414.JPG","G0020414.JPG",-83.1459448,42.3714062,161.708,"2017:06:23 14:36:48","2017:06:23 10:37:17","16024656.","9794","BRYDEN",,"48204",
"/Volumes/KD/GrandRiver2/G0020415.JPG","G0020415.JPG",-83.145838,42.3713664,162.441,"2017:06:23 14:36:50","2017:06:23 10:37:19","16024656.","9794","BRYDEN",,"48204",
"/Volumes/KD/GrandRiver2/G0020416.JPG","G0020416.JPG",-83.1457271,42.3713165,163.889,"2017:06:23 14:36:52","2017:06:23 10:37:21","16024656.","9794","BRYDEN",,"48204",
"/Volumes/KD/GrandRiver2/G0020417.JPG","G0020417.JPG",-83.1456142,42.3712722,164.737,"2017:06:23 14:36:54","2017:06:23 10:37:23","16024656.","9794","BRYDEN",,"48204",
"/Volumes/KD/GrandRiver2/G0020418.JPG","G0020418.JPG",-83.1455122,42.3712328,165.29,"2017:06:23 14:36:56","2017:06:23 10:37:25","16024656.","9794","BRYDEN",,"48204",
"/Volumes/KD/GrandRiver2/G0020419.JPG","G0020419.JPG",-83.1454126,42.371193,165.56,"2017:06:23 14:36:58","2017:06:23 10:37:27","16024656.","9794","BRYDEN",,"48204",
"/Volumes/KD/GrandRiver2/G0020420.JPG","G0020420.JPG",-83.1453054,42.3711502,166.141,"2017:06:23 14:37:00","2017:06:23 10:37:29","16024656.","9794","BRYDEN",,"48204",
"/Volumes/KD/GrandRiver2/G0020421.JPG","G0020421.JPG",-83.1451955,42.3711076,166.343,"2017:06:23 14:37:02","2017:06:23 10:37:31","16024656.","9794","BRYDEN",,"48204",
"/Volumes/KD/GrandRiver2/G0020422.JPG","G0020422.JPG",-83.1450975,42.3710679,165.466,"2017:06:23 14:37:04","2017:06:23 10:37:33","16024656.","9794","BRYDEN",,"48204",
"/Volumes/KD/GrandRiver2/G0020423.JPG","G0020423.JPG",-83.1449878,42.371023,164.982,"2017:06:23 14:37:06","2017:06:23 10:37:35","16024656.","9794","BRYDEN",,"48204",
"/Volumes/KD/GrandRiver2/G0020545.JPG","G0020545.JPG",-83.1355511,42.3672066,161.041,"2017:06:23 14:41:10","2017:06:23 10:41:39","16004927.","9581","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020546.JPG","G0020546.JPG",-83.1354761,42.3671773,157.652,"2017:06:23 14:41:12","2017:06:23 10:41:41","16004927.","9581","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020573.JPG","G0020573.JPG",-83.1329024,42.3661784,156.528,"2017:06:23 14:42:06","2017:06:23 10:42:35","16004916.","9405","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020574.JPG","G0020574.JPG",-83.1328152,42.3661408,154.585,"2017:06:23 14:42:08","2017:06:23 10:42:37","16004916.","9405","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020575.JPG","G0020575.JPG",-83.1327296,42.3661051,153.539,"2017:06:23 14:42:10","2017:06:23 10:42:39","16004916.","9405","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020404.JPG","G0020404.JPG",-83.1469532,42.3718238,161.603,"2017:06:23 14:36:28","2017:06:23 10:36:57","16005140-54","10514","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020405.JPG","G0020405.JPG",-83.146855,42.3717824,162.629,"2017:06:23 14:36:30","2017:06:23 10:36:59","16005140-54","10514","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020406.JPG","G0020406.JPG",-83.1467552,42.3717431,163.01,"2017:06:23 14:36:32","2017:06:23 10:37:01","16005140-54","10514","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020407.JPG","G0020407.JPG",-83.1466523,42.3716994,162.941,"2017:06:23 14:36:34","2017:06:23 10:37:03","16005140-54","10514","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020408.JPG","G0020408.JPG",-83.1465505,42.3716585,163.138,"2017:06:23 14:36:36","2017:06:23 10:37:05","16005140-54","10514","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020409.JPG","G0020409.JPG",-83.1464506,42.3716154,162.715,"2017:06:23 14:36:38","2017:06:23 10:37:07","16005140-54","10514","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020410.JPG","G0020410.JPG",-83.1463511,42.3715733,163.093,"2017:06:23 14:36:40","2017:06:23 10:37:09","16005140-54","10514","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020411.JPG","G0020411.JPG",-83.1462409,42.3715261,163.049,"2017:06:23 14:36:42","2017:06:23 10:37:11","16005140-54","10514","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020412.JPG","G0020412.JPG",-83.1461391,42.3714878,162.362,"2017:06:23 14:36:44","2017:06:23 10:37:13","16005140-54","10514","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020572.JPG","G0020572.JPG",-83.1330034,42.3662154,158.007,"2017:06:23 14:42:04","2017:06:23 10:42:33","16004917.","9413","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020547.JPG","G0020547.JPG",-83.1353977,42.3671511,157.746,"2017:06:23 14:41:14","2017:06:23 10:41:43","16004926.","9569","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020548.JPG","G0020548.JPG",-83.1352859,42.3671116,161.268,"2017:06:23 14:41:16","2017:06:23 10:41:45","16004926.","9569","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020551.JPG","G0020551.JPG",-83.1350094,42.3670142,163.315,"2017:06:23 14:41:22","2017:06:23 10:41:51","16004924.","9531","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020552.JPG","G0020552.JPG",-83.1349242,42.366983,163.727,"2017:06:23 14:41:24","2017:06:23 10:41:53","16004924.","9531","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020553.JPG","G0020553.JPG",-83.134841,42.3669458,164.155,"2017:06:23 14:41:26","2017:06:23 10:41:55","16004924.","9531","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020554.JPG","G0020554.JPG",-83.1347518,42.3669044,164.134,"2017:06:23 14:41:28","2017:06:23 10:41:57","16004924.","9531","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020555.JPG","G0020555.JPG",-83.134659,42.3668677,163.888,"2017:06:23 14:41:30","2017:06:23 10:41:59","16004924.","9531","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020556.JPG","G0020556.JPG",-83.134562,42.3668299,162.903,"2017:06:23 14:41:32","2017:06:23 10:42:01","16004924.","9531","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020557.JPG","G0020557.JPG",-83.134472,42.3667941,162.634,"2017:06:23 14:41:34","2017:06:23 10:42:03","16004924.","9531","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020558.JPG","G0020558.JPG",-83.1343871,42.3667555,162.298,"2017:06:23 14:41:36","2017:06:23 10:42:05","16004924.","9531","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020549.JPG","G0020549.JPG",-83.1351862,42.3670756,163.733,"2017:06:23 14:41:18","2017:06:23 10:41:47","16004925.","9537","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020550.JPG","G0020550.JPG",-83.1350971,42.3670445,163.509,"2017:06:23 14:41:20","2017:06:23 10:41:49","16004925.","9537","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020535.JPG","G0020535.JPG",-83.1363887,42.3675622,171.499,"2017:06:23 14:40:50","2017:06:23 10:41:19","16004935.","9635","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020536.JPG","G0020536.JPG",-83.1362843,42.367521,171.066,"2017:06:23 14:40:52","2017:06:23 10:41:21","16004935.","9635","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020566.JPG","G0020566.JPG",-83.1336442,42.3664637,161.467,"2017:06:23 14:41:52","2017:06:23 10:42:21","16004919-22","9421","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020567.JPG","G0020567.JPG",-83.1335366,42.3664247,160.686,"2017:06:23 14:41:54","2017:06:23 10:42:23","16004919-22","9421","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020568.JPG","G0020568.JPG",-83.1334267,42.3663818,161.042,"2017:06:23 14:41:56","2017:06:23 10:42:25","16004919-22","9421","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020569.JPG","G0020569.JPG",-83.1333122,42.3663382,160.507,"2017:06:23 14:41:58","2017:06:23 10:42:27","16004919-22","9421","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020570.JPG","G0020570.JPG",-83.1332163,42.366298,158.876,"2017:06:23 14:42:00","2017:06:23 10:42:29","16004919-22","9421","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020571.JPG","G0020571.JPG",-83.1331013,42.3662537,158.496,"2017:06:23 14:42:02","2017:06:23 10:42:31","16004919-22","9421","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020509.JPG","G0020509.JPG",-83.1387576,42.368478,170.578,"2017:06:23 14:39:58","2017:06:23 10:40:27","16004945-6","9600","LIVERNOIS",,"48204","SHELL GAS STATION"
"/Volumes/KD/GrandRiver2/G0020510.JPG","G0020510.JPG",-83.1386688,42.3684498,167.897,"2017:06:23 14:40:00","2017:06:23 10:40:29","16004945-6","9600","LIVERNOIS",,"48204","SHELL GAS STATION"
"/Volumes/KD/GrandRiver2/G0020511.JPG","G0020511.JPG",-83.1385693,42.3684199,167.159,"2017:06:23 14:40:02","2017:06:23 10:40:31","16004945-6","9600","LIVERNOIS",,"48204","SHELL GAS STATION"
"/Volumes/KD/GrandRiver2/G0020512.JPG","G0020512.JPG",-83.1384718,42.3683865,166.278,"2017:06:23 14:40:04","2017:06:23 10:40:33","16004945-6","9600","LIVERNOIS",,"48204","SHELL GAS STATION"
"/Volumes/KD/GrandRiver2/G0020513.JPG","G0020513.JPG",-83.138377,42.3683535,165.363,"2017:06:23 14:40:06","2017:06:23 10:40:35","16004945-6","9600","LIVERNOIS",,"48204","SHELL GAS STATION"
"/Volumes/KD/GrandRiver2/G0020514.JPG","G0020514.JPG",-83.1382711,42.3683153,165.57,"2017:06:23 14:40:08","2017:06:23 10:40:37","16004945-6","9600","LIVERNOIS",,"48204","SHELL GAS STATION"
"/Volumes/KD/GrandRiver2/G0020515.JPG","G0020515.JPG",-83.1381543,42.3682741,165.175,"2017:06:23 14:40:10","2017:06:23 10:40:39","16004945-6","9600","LIVERNOIS",,"48204","SHELL GAS STATION"
"/Volumes/KD/GrandRiver2/G0020516.JPG","G0020516.JPG",-83.1380526,42.3682387,164.447,"2017:06:23 14:40:12","2017:06:23 10:40:41","16004945-6","9600","LIVERNOIS",,"48204","SHELL GAS STATION"
"/Volumes/KD/GrandRiver2/G0020517.JPG","G0020517.JPG",-83.1379445,42.3682006,164.05,"2017:06:23 14:40:14","2017:06:23 10:40:43","16004945-6","9600","LIVERNOIS",,"48204","SHELL GAS STATION"
"/Volumes/KD/GrandRiver2/G0020518.JPG","G0020518.JPG",-83.137845,42.368164,163.723,"2017:06:23 14:40:16","2017:06:23 10:40:45","16004945-6","9600","LIVERNOIS",,"48204","SHELL GAS STATION"
"/Volumes/KD/GrandRiver2/G0020540.JPG","G0020540.JPG",-83.1359326,42.3673826,169.724,"2017:06:23 14:41:00","2017:06:23 10:41:29","16004930.","9603","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020581.JPG","G0020581.JPG",-83.1321837,42.3658785,149.253,"2017:06:23 14:42:22","2017:06:23 10:42:51","16004912-3","9325","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020582.JPG","G0020582.JPG",-83.1320941,42.3658469,152.061,"2017:06:23 14:42:24","2017:06:23 10:42:53","16004912-3","9325","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020519.JPG","G0020519.JPG",-83.1377475,42.3681291,163.265,"2017:06:23 14:40:18","2017:06:23 10:40:47","16004943-4","9723","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020520.JPG","G0020520.JPG",-83.1376567,42.3680955,162.661,"2017:06:23 14:40:20","2017:06:23 10:40:49","16004943-4","9723","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020521.JPG","G0020521.JPG",-83.1375702,42.3680585,162.113,"2017:06:23 14:40:22","2017:06:23 10:40:51","16004943-4","9723","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020522.JPG","G0020522.JPG",-83.1374987,42.3680319,159.95,"2017:06:23 14:40:24","2017:06:23 10:40:53","16004943-4","9723","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020523.JPG","G0020523.JPG",-83.1374137,42.3679996,159.576,"2017:06:23 14:40:26","2017:06:23 10:40:55","16004943-4","9723","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020538.JPG","G0020538.JPG",-83.1360998,42.3674458,171.143,"2017:06:23 14:40:56","2017:06:23 10:41:25","16004932.","9617","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020589.JPG","G0020589.JPG",-83.1314502,42.3655512,149.261,"2017:06:23 14:42:38","2017:06:23 10:43:07","16004909.","9221","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020590.JPG","G0020590.JPG",-83.1313426,42.3655125,149.285,"2017:06:23 14:42:40","2017:06:23 10:43:09","16004909.","9221","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020591.JPG","G0020591.JPG",-83.131232,42.3654696,149.89,"2017:06:23 14:42:42","2017:06:23 10:43:11","16004909.","9221","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020592.JPG","G0020592.JPG",-83.1310833,42.3654146,155.519,"2017:06:23 14:42:44","2017:06:23 10:43:13","16004909.","9221","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020394.JPG","G0020394.JPG",-83.1479149,42.3721913,167.132,"2017:06:23 14:36:08","2017:06:23 10:36:37","16004992.004L","10551","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020385.JPG","G0020385.JPG",-83.1487695,42.3725388,177.427,"2017:06:23 14:35:50","2017:06:23 10:36:19","16004994.002L","10585","GRAND RIVER","AVENUE","48200",
"/Volumes/KD/GrandRiver2/G0020386.JPG","G0020386.JPG",-83.1486697,42.3724983,177.8,"2017:06:23 14:35:52","2017:06:23 10:36:21","16004994.002L","10585","GRAND RIVER","AVENUE","48200",
"/Volumes/KD/GrandRiver2/G0020387.JPG","G0020387.JPG",-83.1485686,42.3724571,177.693,"2017:06:23 14:35:54","2017:06:23 10:36:23","16004994.002L","10585","GRAND RIVER","AVENUE","48200",
"/Volumes/KD/GrandRiver2/G0020388.JPG","G0020388.JPG",-83.1484669,42.3724145,176.231,"2017:06:23 14:35:56","2017:06:23 10:36:25","16004994.002L","10585","GRAND RIVER","AVENUE","48200",
"/Volumes/KD/GrandRiver2/G0020389.JPG","G0020389.JPG",-83.1483813,42.3723677,174.047,"2017:06:23 14:35:58","2017:06:23 10:36:27","16004994.002L","10585","GRAND RIVER","AVENUE","48200",
"/Volumes/KD/GrandRiver2/G0020390.JPG","G0020390.JPG",-83.148296,42.3723266,171.08,"2017:06:23 14:36:00","2017:06:23 10:36:29","16004994.002L","10585","GRAND RIVER","AVENUE","48200",
"/Volumes/KD/GrandRiver2/G0020539.JPG","G0020539.JPG",-83.1360136,42.3674148,171.448,"2017:06:23 14:40:58","2017:06:23 10:41:27","16004931.","9613","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020537.JPG","G0020537.JPG",-83.1361972,42.3674828,171.548,"2017:06:23 14:40:54","2017:06:23 10:41:23","16004933-4","9623","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020530.JPG","G0020530.JPG",-83.1368152,42.3677389,169.473,"2017:06:23 14:40:40","2017:06:23 10:41:09","16004936-40","9657","GRAND RIVER","AVENUE","48204","NORRIS COLLISON SHOP"
"/Volumes/KD/GrandRiver2/G0020531.JPG","G0020531.JPG",-83.1367338,42.3677175,171.472,"2017:06:23 14:40:42","2017:06:23 10:41:11","16004936-40","9657","GRAND RIVER","AVENUE","48204","NORRIS COLLISON SHOP"
"/Volumes/KD/GrandRiver2/G0020532.JPG","G0020532.JPG",-83.1366534,42.3676848,170.498,"2017:06:23 14:40:44","2017:06:23 10:41:13","16004936-40","9657","GRAND RIVER","AVENUE","48204","NORRIS COLLISON SHOP"
"/Volumes/KD/GrandRiver2/G0020533.JPG","G0020533.JPG",-83.136567,42.3676429,170.714,"2017:06:23 14:40:46","2017:06:23 10:41:15","16004936-40","9657","GRAND RIVER","AVENUE","48204","NORRIS COLLISON SHOP"
"/Volumes/KD/GrandRiver2/G0020534.JPG","G0020534.JPG",-83.1364743,42.3675988,172.101,"2017:06:23 14:40:48","2017:06:23 10:41:17","16004936-40","9657","GRAND RIVER","AVENUE","48204","NORRIS COLLISON SHOP"
"/Volumes/KD/GrandRiver2/G0020543.JPG","G0020543.JPG",-83.1356998,42.3672734,165.229,"2017:06:23 14:41:06","2017:06:23 10:41:35","16004928.","9589","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020544.JPG","G0020544.JPG",-83.1356155,42.3672387,163.595,"2017:06:23 14:41:08","2017:06:23 10:41:37","16004928.","9589","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020541.JPG","G0020541.JPG",-83.1358496,42.3673517,168.369,"2017:06:23 14:41:02","2017:06:23 10:41:31","16004929.","9599","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020542.JPG","G0020542.JPG",-83.1357806,42.3673232,167.554,"2017:06:23 14:41:04","2017:06:23 10:41:33","16004929.","9599","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020593.JPG","G0020593.JPG",-83.1309746,42.3653734,156.107,"2017:06:23 14:42:46","2017:06:23 10:43:15","16004908.","9201","GRAND RIVER","AVENUE","48204","LEE BEAUTY SUPPLY"
"/Volumes/KD/GrandRiver2/G0020594.JPG","G0020594.JPG",-83.1308688,42.3653328,156.271,"2017:06:23 14:42:48","2017:06:23 10:43:17","16004908.","9201","GRAND RIVER","AVENUE","48204","LEE BEAUTY SUPPLY"
"/Volumes/KD/GrandRiver2/G0020595.JPG","G0020595.JPG",-83.130783,42.365289,153.94,"2017:06:23 14:42:50","2017:06:23 10:43:19","16004908.","9201","GRAND RIVER","AVENUE","48204","LEE BEAUTY SUPPLY"
"/Volumes/KD/GrandRiver2/G0020596.JPG","G0020596.JPG",-83.1307,42.365251,153.388,"2017:06:23 14:42:52","2017:06:23 10:43:21","16004908.","9201","GRAND RIVER","AVENUE","48204","LEE BEAUTY SUPPLY"
"/Volumes/KD/GrandRiver2/G0020583.JPG","G0020583.JPG",-83.1320052,42.365813,152.442,"2017:06:23 14:42:26","2017:06:23 10:42:55","16004911.","9301","GRAND RIVER","AVENUE","48204","RIVIERA DISCOUNT HOUSE"
"/Volumes/KD/GrandRiver2/G0020584.JPG","G0020584.JPG",-83.1319327,42.3657701,149.142,"2017:06:23 14:42:28","2017:06:23 10:42:57","16004911.","9301","GRAND RIVER","AVENUE","48204","RIVIERA DISCOUNT HOUSE"
"/Volumes/KD/GrandRiver2/G0020585.JPG","G0020585.JPG",-83.131849,42.365728,146.9,"2017:06:23 14:42:30","2017:06:23 10:42:59","16004911.","9301","GRAND RIVER","AVENUE","48204","RIVIERA DISCOUNT HOUSE"
"/Volumes/KD/GrandRiver2/G0020586.JPG","G0020586.JPG",-83.1317557,42.3656863,147.263,"2017:06:23 14:42:32","2017:06:23 10:43:01","16004911.","9301","GRAND RIVER","AVENUE","48204","RIVIERA DISCOUNT HOUSE"
"/Volumes/KD/GrandRiver2/G0020576.JPG","G0020576.JPG",-83.1326438,42.3660663,152.437,"2017:06:23 14:42:12","2017:06:23 10:42:41","16004915.","9339","GRAND RIVER","AVENUE","48204","SPOTLESS HAND CAR WASH"
"/Volumes/KD/GrandRiver2/G0020577.JPG","G0020577.JPG",-83.1325391,42.3660227,153.064,"2017:06:23 14:42:14","2017:06:23 10:42:43","16004915.","9339","GRAND RIVER","AVENUE","48204","SPOTLESS HAND CAR WASH"
"/Volumes/KD/GrandRiver2/G0020578.JPG","G0020578.JPG",-83.1324398,42.3659829,153.322,"2017:06:23 14:42:16","2017:06:23 10:42:45","16004915.","9339","GRAND RIVER","AVENUE","48204","SPOTLESS HAND CAR WASH"
"/Volumes/KD/GrandRiver2/G0020579.JPG","G0020579.JPG",-83.1323568,42.3659465,151.981,"2017:06:23 14:42:18","2017:06:23 10:42:47","16004915.","9339","GRAND RIVER","AVENUE","48204","SPOTLESS HAND CAR WASH"
"/Volumes/KD/GrandRiver2/G0020559.JPG","G0020559.JPG",-83.1342923,42.3667183,162.57,"2017:06:23 14:41:38","2017:06:23 10:42:07","16004923.","9465","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020560.JPG","G0020560.JPG",-83.1342071,42.3666802,162.749,"2017:06:23 14:41:40","2017:06:23 10:42:09","16004923.","9465","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020561.JPG","G0020561.JPG",-83.1341185,42.3666442,162.736,"2017:06:23 14:41:42","2017:06:23 10:42:11","16004923.","9465","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020562.JPG","G0020562.JPG",-83.1340325,42.3666077,162.748,"2017:06:23 14:41:44","2017:06:23 10:42:13","16004923.","9465","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020563.JPG","G0020563.JPG",-83.133941,42.3665717,162.623,"2017:06:23 14:41:46","2017:06:23 10:42:15","16004923.","9465","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020564.JPG","G0020564.JPG",-83.1338501,42.3665341,162.554,"2017:06:23 14:41:48","2017:06:23 10:42:17","16004923.","9465","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020565.JPG","G0020565.JPG",-83.1337496,42.3664982,162.431,"2017:06:23 14:41:50","2017:06:23 10:42:19","16004923.","9465","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020391.JPG","G0020391.JPG",-83.148203,42.3722942,169.529,"2017:06:23 14:36:02","2017:06:23 10:36:31","16004994.001","10571","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020392.JPG","G0020392.JPG",-83.1481046,42.3722596,168.249,"2017:06:23 14:36:04","2017:06:23 10:36:33","16004994.001","10571","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020393.JPG","G0020393.JPG",-83.1480137,42.3722256,167.725,"2017:06:23 14:36:06","2017:06:23 10:36:35","16004994.001","10571","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020395.JPG","G0020395.JPG",-83.1478259,42.372158,165.142,"2017:06:23 14:36:10","2017:06:23 10:36:39","16004992.001","10525","GRAND RIVER","AVENUE","48204","NICK'S CONEY ISLAND"
"/Volumes/KD/GrandRiver2/G0020396.JPG","G0020396.JPG",-83.1477235,42.3721196,164.646,"2017:06:23 14:36:12","2017:06:23 10:36:41","16004992.001","10525","GRAND RIVER","AVENUE","48204","NICK'S CONEY ISLAND"
"/Volumes/KD/GrandRiver2/G0020397.JPG","G0020397.JPG",-83.1476152,42.3720793,164.079,"2017:06:23 14:36:14","2017:06:23 10:36:43","16004992.001","10525","GRAND RIVER","AVENUE","48204","NICK'S CONEY ISLAND"
"/Volumes/KD/GrandRiver2/G0020398.JPG","G0020398.JPG",-83.1475233,42.3720426,163.156,"2017:06:23 14:36:16","2017:06:23 10:36:45","16004992.001","10525","GRAND RIVER","AVENUE","48204","NICK'S CONEY ISLAND"
"/Volumes/KD/GrandRiver2/G0020399.JPG","G0020399.JPG",-83.1474202,42.3720059,162.983,"2017:06:23 14:36:18","2017:06:23 10:36:47","16004992.001","10525","GRAND RIVER","AVENUE","48204","NICK'S CONEY ISLAND"
"/Volumes/KD/GrandRiver2/G0020400.JPG","G0020400.JPG",-83.1473193,42.3719676,162.442,"2017:06:23 14:36:20","2017:06:23 10:36:49","16004992.001","10525","GRAND RIVER","AVENUE","48204","NICK'S CONEY ISLAND"
"/Volumes/KD/GrandRiver2/G0020401.JPG","G0020401.JPG",-83.1472302,42.3719349,161.501,"2017:06:23 14:36:22","2017:06:23 10:36:51","16004992.001","10525","GRAND RIVER","AVENUE","48204","NICK'S CONEY ISLAND"
"/Volumes/KD/GrandRiver2/G0020402.JPG","G0020402.JPG",-83.1471418,42.3718983,160.78,"2017:06:23 14:36:24","2017:06:23 10:36:53","16004992.001","10525","GRAND RIVER","AVENUE","48204","NICK'S CONEY ISLAND"
"/Volumes/KD/GrandRiver2/G0020403.JPG","G0020403.JPG",-83.1470421,42.3718604,161.111,"2017:06:23 14:36:26","2017:06:23 10:36:55","16004992.001","10525","GRAND RIVER","AVENUE","48204","NICK'S CONEY ISLAND"
"/Volumes/KD/GrandRiver2/G0020587.JPG","G0020587.JPG",-83.1316599,42.3656403,149.218,"2017:06:23 14:42:34","2017:06:23 10:43:03","16004910.","9247","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020588.JPG","G0020588.JPG",-83.1315564,42.3655922,149.888,"2017:06:23 14:42:36","2017:06:23 10:43:05","16004910.","9247","GRAND RIVER","AVENUE","48204",
"/Volumes/KD/GrandRiver2/G0020580.JPG","G0020580.JPG",-83.1322678,42.365909,150.904,"2017:06:23 14:42:20","2017:06:23 10:42:49","16004914.","9331","GRAND RIVER","AVENUE","48204","PARADISE CHOP SUEY"
"/Volumes/KD/GrandRiver2/G0020524.JPG","G0020524.JPG",-83.1373297,42.3679734,162.184,"2017:06:23 14:40:28","2017:06:23 10:40:57","16004942.","9689","GRAND RIVER","AVENUE","48204","SONNY'S SERVICE"
"/Volumes/KD/GrandRiver2/G0020525.JPG","G0020525.JPG",-83.1372278,42.3679338,165.221,"2017:06:23 14:40:30","2017:06:23 10:40:59","16004942.","9689","GRAND RIVER","AVENUE","48204","SONNY'S SERVICE"
"/Volumes/KD/GrandRiver2/G0020526.JPG","G0020526.JPG",-83.1371433,42.3678961,166.018,"2017:06:23 14:40:32","2017:06:23 10:41:01","16004942.","9689","GRAND RIVER","AVENUE","48204","SONNY'S SERVICE"
